Report ID,Date,Report Type,Location,Department,Category,Report,Precursor,Risk,Data Status,Source / Provenance,Source Reference,Dataset Tier
OIL-DERIVED-0011,2025-07-19,Unsafe Condition,Kumchai,Maintenance,Struck-by / Line-of-Fire,A near-miss condition was observed where equipment movement could have struck a worker. The observation requires HSE review and corrective action.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0012,2024-02-16,Near Miss,Makum,Electrical,Struck-by / Line-of-Fire,"At a drilling rig, personnel were exposed to the swing path of a break-out tong during drilling activity. The observation requires HSE review and corrective action.",Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0013,2026-05-25,Unsafe Act,Moran,Projects,Struck-by / Line-of-Fire,A worker was positioned close to moving drilling equipment while the operation was in progress. The work team should complete the applicable JSA and toolbox discussion before continuation.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0014,2025-04-09,Near Miss,Kumchai,Operations,Struck-by / Line-of-Fire,Personnel entered an exclusion zone around moving equipment during a drilling task. The work team should complete the applicable JSA and toolbox discussion before continuation.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0015,2024-12-29,Unsafe Act,Tengakhat,Production,Struck-by / Line-of-Fire,A worker was exposed to the line of fire while heavy equipment was being operated. The activity should be stopped until the identified controls are verified.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0016,2025-06-30,Near Miss,Makum,Operations,Struck-by / Line-of-Fire,Barricading was inadequate around an area where equipment movement could strike personnel. The condition requires verification against the applicable OIL safety procedure.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0017,2025-01-23,Unsafe Condition,Makum,HSE,Struck-by / Line-of-Fire,A worker approached the operating area before the moving equipment had been brought to a safe state. The observation requires HSE review and corrective action.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0018,2024-08-22,Unsafe Act,Kumchai,Projects,Struck-by / Line-of-Fire,Personnel remained close to a moving load during an active field operation. The work team should complete the applicable JSA and toolbox discussion before continuation.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0019,2024-03-08,Unsafe Act,Kumchai,Maintenance,Struck-by / Line-of-Fire,A contractor worker was inside the potential impact zone of moving equipment. The condition requires verification against the applicable OIL safety procedure.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0020,2025-02-09,Near Miss,Rajasthan Field,Operations,Struck-by / Line-of-Fire,The work area did not maintain a clear separation between personnel and moving equipment. The work team should complete the applicable JSA and toolbox discussion before continuation.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0021,2024-05-22,Unsafe Act,Tengakhat,Projects,Struck-by / Line-of-Fire,A near-miss condition was observed where equipment movement could have struck a worker. The condition requires verification against the applicable OIL safety procedure.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0022,2025-01-05,Unsafe Act,Digboi,Contractor Operations,Struck-by / Line-of-Fire,"At a drilling rig, personnel were exposed to the swing path of a break-out tong during drilling activity. The observation requires HSE review and corrective action.",Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0023,2026-02-12,Unsafe Act,Moran,Operations,Struck-by / Line-of-Fire,A worker was positioned close to moving drilling equipment while the operation was in progress. The activity should be stopped until the identified controls are verified.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0024,2026-03-22,Near Miss,Upper Assam Field,Production,Struck-by / Line-of-Fire,Personnel entered an exclusion zone around moving equipment during a drilling task. The condition requires verification against the applicable OIL safety procedure.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0025,2025-01-25,Near Miss,Rajasthan Field,Electrical,Struck-by / Line-of-Fire,A worker was exposed to the line of fire while heavy equipment was being operated. The observation requires HSE review and corrective action.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0026,2025-11-27,Near Miss,Moran,Electrical,Struck-by / Line-of-Fire,Barricading was inadequate around an area where equipment movement could strike personnel. The work team should complete the applicable JSA and toolbox discussion before continuation.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0027,2024-04-24,Unsafe Condition,Upper Assam Field,Operations,Struck-by / Line-of-Fire,A worker approached the operating area before the moving equipment had been brought to a safe state. The condition requires verification against the applicable OIL safety procedure.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0028,2024-01-04,Near Miss,Tengakhat,Operations,Struck-by / Line-of-Fire,Personnel remained close to a moving load during an active field operation. The observation requires HSE review and corrective action.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0029,2026-06-10,Near Miss,Tengakhat,Maintenance,Struck-by / Line-of-Fire,A contractor worker was inside the potential impact zone of moving equipment. The activity should be stopped until the identified controls are verified.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0030,2025-01-17,Unsafe Act,Duliajan,HSE,Struck-by / Line-of-Fire,The work area did not maintain a clear separation between personnel and moving equipment. The condition requires verification against the applicable OIL safety procedure.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0031,2024-01-20,Unsafe Act,Kumchai,Electrical,Struck-by / Line-of-Fire,A near-miss condition was observed where equipment movement could have struck a worker. The activity should be stopped until the identified controls are verified.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0032,2024-02-29,Unsafe Act,Moran,Production,Struck-by / Line-of-Fire,"At a drilling rig, personnel were exposed to the swing path of a break-out tong during drilling activity. The condition requires verification against the applicable OIL safety procedure.",Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0033,2026-04-15,Unsafe Act,Digboi,Operations,Struck-by / Line-of-Fire,A worker was positioned close to moving drilling equipment while the operation was in progress. The condition requires verification against the applicable OIL safety procedure.,Struck By / Line of Fire,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/files/sustainability_documents/OIL_Sustainability_Report_2014_151.pdf,PUBLIC_SOURCE_SEED
OIL-DERIVED-0034,2026-08-27,Near Miss,Digboi,Electrical,Fall from Height,A worker was carrying out work at an elevated location without adequate fall protection. The condition requires verification against the applicable OIL safety procedure.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0035,2024-08-04,Near Miss,Makum,Electrical,Fall from Height,A contractor worker was exposed to a fall hazard while working at height. The condition requires verification against the applicable OIL safety procedure.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0036,2025-11-18,Near Miss,Kumchai,Contractor Operations,Fall from Height,A full-body harness was available but was not properly connected to an approved anchorage. The condition requires verification against the applicable OIL safety procedure.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0037,2024-05-03,Unsafe Act,Makum,Production,Fall from Height,Access to an elevated work area was being used without adequate fall-prevention controls. The work team should complete the applicable JSA and toolbox discussion before continuation.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0038,2024-01-22,Near Miss,Makum,Maintenance,Fall from Height,Guardrails or access protection were found inadequate at an elevated work location. The observation requires HSE review and corrective action.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0039,2024-03-13,Near Miss,Duliajan,Maintenance,Fall from Height,A worker was exposed to an unprotected edge during maintenance activity. The observation requires HSE review and corrective action.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0040,2026-07-16,Unsafe Act,Kumchai,Production,Fall from Height,Fall-prevention equipment was not verified before work at height commenced. The activity should be stopped until the identified controls are verified.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0041,2024-10-12,Near Miss,Rajasthan Field,Maintenance,Fall from Height,An elevated task was started without confirming the required safety controls. The activity should be stopped until the identified controls are verified.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0042,2026-01-10,Near Miss,Rajasthan Field,Maintenance,Fall from Height,Scaffold/access protection was found deficient during a field inspection. The condition requires verification against the applicable OIL safety procedure.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0043,2026-04-06,Unsafe Condition,Makum,Production,Fall from Height,A worker was exposed to a potential fall while performing maintenance above ground level. The observation requires HSE review and corrective action.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0044,2025-11-05,Unsafe Condition,Kumchai,Projects,Fall from Height,A worker was carrying out work at an elevated location without adequate fall protection. The condition requires verification against the applicable OIL safety procedure.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0045,2025-04-23,Near Miss,Duliajan,Production,Fall from Height,A contractor worker was exposed to a fall hazard while working at height. The observation requires HSE review and corrective action.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0046,2025-02-16,Near Miss,Kumchai,Production,Fall from Height,A full-body harness was available but was not properly connected to an approved anchorage. The activity should be stopped until the identified controls are verified.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0047,2024-07-15,Unsafe Act,Rajasthan Field,Operations,Fall from Height,Access to an elevated work area was being used without adequate fall-prevention controls. The condition requires verification against the applicable OIL safety procedure.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0048,2024-07-06,Unsafe Condition,Rajasthan Field,Maintenance,Fall from Height,Guardrails or access protection were found inadequate at an elevated work location. The observation requires HSE review and corrective action.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0049,2025-03-29,Near Miss,Moran,Drilling,Fall from Height,A worker was exposed to an unprotected edge during maintenance activity. The observation requires HSE review and corrective action.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0050,2024-04-05,Unsafe Act,Digboi,Projects,Fall from Height,Fall-prevention equipment was not verified before work at height commenced. The condition requires verification against the applicable OIL safety procedure.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0051,2025-05-07,Unsafe Act,Upper Assam Field,Drilling,Fall from Height,An elevated task was started without confirming the required safety controls. The activity should be stopped until the identified controls are verified.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0052,2025-01-23,Unsafe Act,Upper Assam Field,Electrical,Fall from Height,Scaffold/access protection was found deficient during a field inspection. The condition requires verification against the applicable OIL safety procedure.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0053,2024-10-19,Unsafe Condition,Rajasthan Field,Operations,Fall from Height,A worker was exposed to a potential fall while performing maintenance above ground level. The activity should be stopped until the identified controls are verified.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0054,2024-10-30,Unsafe Act,Duliajan,Drilling,Fall from Height,A worker was carrying out work at an elevated location without adequate fall protection. The work team should complete the applicable JSA and toolbox discussion before continuation.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0055,2024-02-28,Unsafe Act,Rajasthan Field,Operations,Fall from Height,A contractor worker was exposed to a fall hazard while working at height. The observation requires HSE review and corrective action.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0056,2025-06-04,Unsafe Act,Digboi,Production,Fall from Height,A full-body harness was available but was not properly connected to an approved anchorage. The observation requires HSE review and corrective action.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0057,2025-11-22,Unsafe Act,Upper Assam Field,Production,Fall from Height,Access to an elevated work area was being used without adequate fall-prevention controls. The activity should be stopped until the identified controls are verified.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0058,2025-08-15,Near Miss,Duliajan,Production,Fall from Height,Guardrails or access protection were found inadequate at an elevated work location. The condition requires verification against the applicable OIL safety procedure.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0059,2025-11-04,Near Miss,Kumchai,Electrical,Fall from Height,A worker was exposed to an unprotected edge during maintenance activity. The activity should be stopped until the identified controls are verified.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0060,2025-11-16,Near Miss,Kumchai,Maintenance,Fall from Height,Fall-prevention equipment was not verified before work at height commenced. The work team should complete the applicable JSA and toolbox discussion before continuation.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0061,2025-02-09,Unsafe Act,Tengakhat,Contractor Operations,Fall from Height,An elevated task was started without confirming the required safety controls. The work team should complete the applicable JSA and toolbox discussion before continuation.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0062,2026-08-09,Unsafe Act,Duliajan,Contractor Operations,Fall from Height,Scaffold/access protection was found deficient during a field inspection. The observation requires HSE review and corrective action.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
OIL-DERIVED-0063,2024-03-16,Near Miss,Makum,Electrical,Fall from Height,A worker was exposed to a potential fall while performing maintenance above ground level. The activity should be stopped until the identified controls are verified.,Fall from Height,HIGH,DERIVED_FROM_OIL_PUBLIC_DOCUMENT,Derived representative safety observation grounded in publicly disclosed OIL HSE requirements/practices,https://www.oil-india.com/hi/node/5190,PUBLIC_SOURCE_SEED
